address,address_type
0xf45b36c08b0f1f75004aaa1116e54e88a1cb5e47,user-wallet
0x4134c25c09052a1737b190cb71f30e07aa3682e9,user-wallet
0x6c8b9124de3d9bfe2d88bd35dc453476389eb68c,user-wallet
0xb2339698001921a15d6ff4d7aaa8878522540a2d,user-wallet
0xa4eb4981613db3b43faca76dc5b8f68ffb691d7a,user-wallet
0x832edccecd7603bf649adaf5fa6297eb18c3e59a,user-wallet
0x7d78faf46fcafc3b76e9118fe94bba1d8281604c,user-wallet
0x4e51077815e91dc55bbba12428253d513a4691eb,user-wallet
0x066b6dd7f98a09018ca531a8a4fa452b4040977a,user-wallet
0x04a8d3024c808cc942abb7f2ffb613936dc71865,user-wallet
0x679d094c0d9a796661b4ea7dafc53e2142c114ac,user-wallet
0x02a01e7b31d747abb14561c15d22acdf2acfbed4,user-wallet
0xdf3188aedb4487aaa37263a5f44942c14b183309,user-wallet
0x33cb69f3dc18126af6bcb9e2078288a6039f5260,user-wallet
0xc109507fc287edb5747228e3d9dff1d7aa2389fc,user-wallet
0x797ea495afc8e860f504e6af94dcebd0e9ae2dd1,user-wallet
0x1873b31c6ed1be838fb1d198bde8bdb2bcfb7008,user-wallet
0xd030bfd537c86b12283d5c6b37570d732778644d,user-wallet
0x19fd76dcfcdd51a97be0c42b8018a60c7c3cab7b,user-wallet
0x8b5c07b984bb7c699e6e1447f7b4a23058980f65,user-wallet
0x907f06719ead49c80add5447e83f6fd52eee2466,user-wallet
0x5e9492c0c8ed12ae1839e56c54f0a671799ed430,user-wallet
0x81d35d3e861fd92442d757b4cc8bce7025079624,user-wallet
0xec48ca780376d93a52871c5948a896ea3f8bb146,user-wallet
0xc59bec84ba0e427298c3d937f6e917643682cb33,user-wallet
0x48c9edb2ba6e448f9ef09595bef37045275a40dc,user-wallet
0x40af8e64bfee54be7f09676287ec3a8304f1ea42,user-wallet
0x4ee1a0ec0bd149ad6b4d2e3ecf02087698f7567c,user-wallet
0x7f9d5e45353140cfae4ee9fe79fdbb8347b6c1db,user-wallet
0x2365f74288bb8f5d88c14408391d88bd26b49fee,user-wallet
0x3cc6b9abe2b0c21c378aa4163bfdc39701de2f94,user-wallet
0x52b293f814f253faed4ba0ccd79201ad7589c58f,user-wallet
0x2f3b2984c1b3f116e54f871dabb387958c9c8720,user-wallet
0x280668f27db5d664be9d659e7697c5195f87be19,user-wallet
0xf982db76ea2f86fcc1733dfaadf1cbec07773a28,user-wallet
0x182dabebc901f61454951ee8b7409c763f42daac,user-wallet
0xcf1418f3066ffecbcf0eed588fae71b9e93a15c9,user-wallet
0xff9cfb204a5da5810c812590d05e3e293b7e74e1,user-wallet
0x5776b70e3c67ba13521040bb1f43013265b6e880,user-wallet
0x07a18d3f8c01047d78804b9eda259d44d42eda92,user-wallet
0xaa125de6c91aff1a5527c3be20dc2c1f850b419f,user-wallet
0xb56ec5d98ee41e67d83d20772c5ad46dbe20f45c,user-wallet
0x22ff192a0cf305cfe77fe370d7199160851f8ede,user-wallet
0x52a29bf6b6ea8736d9c664e485cdcc8b324fce26,user-wallet
0x2f24578eadc3531b7e8bb11584ce0b7aa861d0d3,user-wallet
0x897b9e6abe5dd3bd73c2dda4ffde32cbc3693184,user-wallet
0x06e58dacb5762d8b80a3185ff7f0c985829c2867,user-wallet
0xe9cad7dc1d76469f3cff4c19730d3345e3e8173a,user-wallet
0xcc62f8836b11efab47cc096764063cd959571ace,user-wallet
0xf47095bdd5125a16dab4567ecbb8f7fb1ada37a1,user-wallet
0xa8cdc1423deff9171ab8eac5612a49a804786a2a,user-wallet
0x55c3f353deb904c4610f48cd33c45c2e9d4a722a,user-wallet
0x6c6ad3aa2f86b6b15a9cd0ff6c8533e8a46b077b,user-wallet
0x0c81688cb4893e545a46169dfddb32ec70e26778,user-wallet
0xad382a0760392e2b2f018b4cfed8f191ae3ca3b7,user-wallet
0x1357b22a282424d78657b2743ef6ff348a463cc7,user-wallet
0x95eb34e564e089964f84fc9dc375388403c62289,user-wallet
0x781b7b734bebd679794b2e63b1e0ada708c6136b,user-wallet
0x9af478d3ea0f322963a6ed6f0a7ea65c1a3aa43f,user-wallet
0xdea3898229ab662159ede338d441fffd79abc173,user-wallet
0x6566b523ed8656b1c5f2678600343b6797fd101a,user-wallet
0xeea0b21d3dccf3df368a8aef0e07fb29ef7676e6,user-wallet
0x63be981ba2d295cd9192982eb1798fb04b8cee53,user-wallet
0xd354850acb3933dc4a5b24993cee4413e791cf71,user-wallet
0x99e97e159038912811a4685d97ed1da0b42b1eb5,user-wallet
0xb046f63c01bc6433776110b017681dd10a4dcb00,user-wallet
0x790d3778f5a13aa85cf9831a57495ad9a0c47e8b,user-wallet
0x8136fb0cb989e0fe0e8ddad807a2e5a2d4904f44,user-wallet
0x9154c417d70924206de0773bcea10443357c8905,user-wallet
0x55960f87ad5e0a33e65116487002977bf7bf39e9,user-wallet
0x809048250a8deefe605c630bbc5f1a2ae83eb9ad,user-wallet
0xe1ea638d785b77f5b174d211bba7b3ccc484f6f6,user-wallet
0xed5304cf9d02801974f13c2164e659c1c4572043,user-wallet
0xacd98004ea49365ec08fc13f685b47c4002420b1,user-wallet
0x3766b99679273624528f56027594b922f9e0ea06,user-wallet
0x382895c78ef9702bec433277a07700ed3c5ab509,user-wallet
0xeef6fb651e0ab3a4b0dd2d89dff7d852fdbe678b,user-wallet
0x00afea1a05b9ef1767d9eed455449bae9fae3f33,user-wallet
0x756d823df21872a23ff689580909500b9313dec3,user-wallet
0xf21424301ecc4a76f2fd9f2081b57dd96e3cd560,user-wallet
0x79f840d2e69bab1e645a66aa09ecc04d1a1182c7,user-wallet
0xcb385c5add7a740182970071fa5666e291bf8dbe,user-wallet
0xb8e9030295f898c32c55232a543c9675fd7d649e,user-wallet
0xdb86ee73018b30e935c4757532bb77317c53f7ba,user-wallet
0xe941a0469bd05a273662fa9f7f21870bf1baff26,user-wallet
0x43ea0942f7842addccce979db2abdf24b87577d0,user-wallet
0x333f733c6f6b08225fdaea860eca6661e273ce1b,user-wallet
0xceeb542fb6d21513c4f75e5fb887259e5bcde170,user-wallet
0xe3355952556408de09ff909745507bc14422fc99,user-wallet
0xb32e7dd6db7efda60336c63cd78a8375f4333d66,user-wallet
0x487f5fc649a78477b71dd1bd362885e0f79ad408,user-wallet
0xee439fff1d8db9946332ee4895c6c1212563eb70,user-wallet
0x7f2df2eb5e0e04924bd161e373794bb9b9afc184,user-wallet
0x6327a7cbb8c2bc77054c88f782933f96448247fb,user-wallet
0xc2b85ea9d902f0e142ec973eea3ac068f123f085,user-wallet
0x4a595300d9b5c3b0886b3593e5772962bd2c82a4,user-wallet
0xa6621ab9d11580cc71b94ec3c528446e69f58fb7,user-wallet
0x737964b31e99afcfab7a8120a597c9e3e54ccaeb,user-wallet
0x14dac63fb1a7cb55bc1c819e9ea8a0bdbb1c3adf,user-wallet
0xfd1807ad5023eb460ea7d8b94622f8356d081d67,user-wallet
0xe3440db49df40ae8b989ef349baa9897a39c8628,user-wallet
0xdfce6a03e01f0741a7d76b018926333a4aefe75d,user-wallet
0xa6d903a9ab92415ae017072e4a713f724aab35e3,user-wallet
0xcb86f4e5cd321a2efb9b18a03385c1fd342370c7,user-wallet
0xf539c92d1055f2e9d2ba96f212b6d4bd663d32bf,user-wallet
0xb640a334483a1bb0d9e369f0b967745e92787dc3,user-wallet
0xe8f17e49b9aa806da05b19e833e03e4e97d10c93,user-wallet
0xb84c52b48f6ab53ab2243061e99c29358194c4e9,user-wallet
0x0e0c98bac852fd7a8a2f8db6d9308fa7123fe57d,user-wallet
0x8ce3490a9adf325f8662eab318edfd3360960fa4,user-wallet
0x9f9bf3c73bd03762a7f114d5492a0226202340a9,user-wallet
0xf63b2e0dfe8c841ccd7f090f62890ffeddf5562c,user-wallet
0x83b673ac8c800225ed55211603749139f85f32dc,user-wallet
0x96e935bf63f47045f486508427741defa4fb4a21,user-wallet
0x1fc811ed764b45049de70d184bbfcde13d5574ab,user-wallet
0x9e78322a5b4f999bed9184bca72454fa8cf36de1,user-wallet
0x5709a335a5e265ca2ab9839a8c57f5015e4c1009,user-wallet
0x8c25665ace28e496d471154dd1815b802a0bea4c,user-wallet
0xd844c6c878d9b3fa9847ea77ae49cdd3485b3792,user-wallet
0xab6cf3bdb19dc00a2376ad5db93aa62d1dc8ca1a,user-wallet
0x9a49c257892dd0ef0f04012d67ec74ab6b1cc641,user-wallet
0x6d0ec8e7b3071ac6886cdc721248fcf44072e0fe,user-wallet
0xc562118aab2096e59ba38a893564f81381cde4ce,user-wallet
0xd9c2976c71b3dc496254b151143eafa0609421b5,user-wallet
0x3a451b1665b9fa69b39f47d70ba7d016d8223a4d,user-wallet
0x08cce4a7517ed06dc5ca4be83c76bd31a99ac78d,user-wallet
0x6929ae28b23372ea5f05c3d56de43a5dbd0f046a,user-wallet
0xc4131773961576b98467b0da1473ad11d81b90ff,user-wallet
0x7c1e5fd8eadcb2a2444a5cae14c427f7ab115af4,user-wallet
0x9ec1fe9da29a29f9d13eb6f5594b819b3832b8e2,user-wallet
0x89920ac55ba726dc8d7cc3f2b8cf44b14642855f,user-wallet
0xf9290e155590f6014e206e75ab66373dadac595c,user-wallet
0x76f718cfcbaa3398716b5b3686a6e7895e7513eb,user-wallet
0x387bf1777a5c1d7ad41f6938595ecc8bc3442b58,user-wallet
0x5e70227985f7f3df22c9c6d28e896cd31ffad5e8,user-wallet
0x7e30e164c76c83026d1f4474c434a40861ab2492,user-wallet
0xc01c63cf54bc7dddb74e7c98d07443b18851b91d,user-wallet
0x3ed065acd2c272c6e12c6c002938059b0dbe2776,user-wallet
0x7162c1b89ff09ac3f5d61664f8b7736cfe2a31b5,user-wallet
0xf52224873772454411cb80548e31380c583f9820,user-wallet
0x7e1416ac67cdc151a569b52de846b1a9d0422290,user-wallet
0x4d9b5c267debf6ed7bc8f679d8564f3495fd6b92,user-wallet
0xa649846f49a7825c70ec2c60200f79dba4a55b82,user-wallet
0x6a53bff8f51e31d7dcedc501d4311ad3335122a0,user-wallet
0x98177f8f3d91163c13785d921bef998ae5762b11,user-wallet
0x44ee40b297d00e6c83bf7c57ab083c3752d3d6c5,user-wallet
0x464b46c7cd26a53c9cc6cf7d31bf8d6026529956,user-wallet
0xe9d919e5d32104244bba51bcfacc8f5db8795607,user-wallet
0x92fca3a8fdf53744cb1860a2e434abfadbe3a0c5,user-wallet
0x6541d1959fcbca53fcaba43578b93419e6a84874,user-wallet
0x11e90fcabd177775e3e3d5ac230bd66d75e79cf7,user-wallet
0xb5c81e4edc62c5306e199194a48a843715ff04a7,user-wallet
0x35cf47067a51a13391cfaeaf52316755641d5147,user-wallet
0x41bf82ae1de75bf63456c8e996547c8c8a239080,user-wallet
0x532b409e1550b04c3ff722b9b3edda59fd97c90d,user-wallet
0x617fe67ef8e9cb3534943b41643262c3dc9e378f,user-wallet
0x0fdbbc0361281e2ebb1c683b75e974bb8de9dd8c,user-wallet
0xb85941ffd364f7e9031d49584510d06439096d14,user-wallet
0x3fa58507cf02ab8995055e801a3bac06eb0a7af1,user-wallet
0xf9facdbd01d713c677d793fe343a750109b2177c,user-wallet
0xf0e5696d384d2ac8ae5070bae4c35d49cd0fb2da,user-wallet
0xcbc2f3c50faf5bad49bc747a2148d5802256d7af,user-wallet
0x20a24961b97552205eaa9989131dfbf34d792380,user-wallet
0x21e17388398afe67fb8a4b168f01aab2f0597fa9,user-wallet
0x7cbe41647e4cd6d874a9e9a5490deb1b8ec67d6d,user-wallet
0xd0bc7cbeeaee3e88bb56909c6c4ba69a0796f12c,user-wallet
0xf9d144e5c20f576ba86aed05a2b6b0b29dac2e4c,user-wallet
0xfa454f9914b4754feb3d68500f241a146c7419e6,user-wallet
0x81e3dcaf6e61fc63727cb748e1f6daf12947309d,user-wallet
0xd1c750fb7c9d19503876b6512ebbc2d9a027c301,user-wallet
0xf268cee96afb1e8ddde25d5536be9c989b082242,user-wallet
0xb91c5302652dcf636f861a25e4cdb6baafda7a05,user-wallet
0x92e4c6ded34ac876ecaa90153f9e7ee905d2d04f,user-wallet
0xf0e9efb99eea2094e1b9a45ca366965befdd6306,user-wallet
0x5c1abd465aaeca65425f095434520391bebe4c38,user-wallet
0x5ad49ff68fc4fbd80cf936060650d0ce84d76b39,user-wallet
0xdc91f8456c72a4c4dc3e3f2bdaa5638f6cf3f35c,user-wallet
0x674dd8b5f56fed32655ba2ecad36039f15eb0a15,user-wallet
0x0284e40b1aa677086aba0364ee455484b41834b8,user-wallet
0xf680f7012e9635645a7f0c775148dc9d918117f8,user-wallet
0x814efc539e71efb20b65bf5e57649e1df1a5c1cc,user-wallet
0x5b5e11b2adf069bd7c1b86cb8ab8878eeabf4b64,user-wallet
0x9117cde2112c3a120eb22d2f4a39960beb320d68,user-wallet
0x4201485063fc6c970b90e613624dc53a8b935b52,user-wallet
0x3482f8c5bfc51fc962c26d3d004a82dd031350ee,user-wallet
0x837d59de45689d2f69127dc9f91f2ceb19a15f88,user-wallet
0xe085431a0835d3a9e484b70b56f173ff1eb2d441,user-wallet
0xa5d6d1d52d85fcc4c9bc83abc6935ed7f23a122c,user-wallet
0x2a5be078cec36fffa0bb988169ed67577962df08,user-wallet
0x18b339f004b6c63e47c20a75090b8e2fff037d02,user-wallet
0x16ce3f4ceb59a5dce27aa4355351cb34f4f8c97e,user-wallet
0xc73f4846c1c159e60dc5caf7eea9da06b9b873e7,user-wallet
0xf71c56b1df8edd28aefacfb7dc4f2d2ea1c65f68,user-wallet
0xbfe2385a01ead961aaa8f7a6210b5becc5f3b843,user-wallet
0x2476cd8f53c4349a01b0821bf765dce5c75465da,user-wallet
0x3b78e042ce3c9a81420161395aaf009c63c6eeee,user-wallet
0xec8cdae1c7596f0d46ab57d09788e91eff940216,user-wallet
0xb0899c9ec6567fae5cd557a165852fc988955b72,user-wallet
0xd73f61356b4419e46051ef431cf7b36bdbb21c32,user-wallet
0x3b8a96cd12d67f5c2beb4ea70b4fbbb63b78c021,user-wallet
0x49cc432c006bdd19ba120881791b07a7cc6841a6,user-wallet
0x8f61a196bc2e205c1ba1f32c9cdba640151f6eb7,user-wallet
0x60022ca3ef7f1c01221a2cde81a052e47aa2cf4f,user-wallet
0x30094d602731cae5b8a5c7829332dd451ee0ba7f,user-wallet
0x139fba686288a667e3890329000921ee4ae4d984,user-wallet
0x3d675e51531254d2077c17ddfd4c190b97abd38c,user-wallet
0xd4f4b15343ca2752b003ad9c9564d1211ba3ed18,user-wallet
0x380bcde295e85059a74a9103ab8bc4e2fbd366c6,user-wallet
0xbbb941a2fab32e04eb6cc4e96373f69286a24cac,user-wallet
0x150d1c6e6f364cd8f63f964d18705df8af0c749c,user-wallet
0x3497d72692664d33dc7080c8afa5aa000d5b69ff,user-wallet
0xde294e37d66288773a6d8d686fde587ef80e0992,user-wallet
0x56cd156db00df0e638e2b47bf53a5061de1c6c48,user-wallet
0xf5f6da07f6cff98dc78dabbaca022eb3991e3082,user-wallet
0x06b7ef51c1b62bd20bc34faed52d39fe657a5463,user-wallet
0x77196f9c358c881da462b193c149459372cf6ea5,user-wallet
0xe206a255fa72a4ace4ce0df00b5b54b71d449fc0,user-wallet
0xe17b12aa88ff08763e757d3f2699ecc5382767fc,user-wallet
0xd7705c1d80c4ad098ca181a7f44e10292691a06a,user-wallet
0x578ad65ef9998e499a5099a1561a8d442fbe665b,user-wallet
0x564460fee6ecda2375ab6c4ea44fc39ee25e1817,user-wallet
0x25a85a6d721817725bfcd039aad600bac4b209a3,user-wallet
0xa8843e94042450261bd1a697314e1f893d1b4a26,user-wallet
0x9d36904ca9007cf724289d930cc9c7dda4dcfb60,user-wallet
0xf405ddb31780ba5b9da8240d0062596ab457f56a,user-wallet
0x0684dc029fe5570f5b56eb07605b84a8bed6c2ce,user-wallet
0x2e2acc33b47e1d7dbbf37c1004da6e1f62e57cba,user-wallet
0xb6644a097644bcaa3a8b3a771ef389a198f9c5cf,user-wallet
0x7801a41643d855a6e5a9277828bccbf168af6c96,user-wallet
0xc2c0c11920e157fd4ed03589e43ae3991e0d242f,user-wallet
0x121e497374bc478a7bfa0c070523776a9c2e480e,user-wallet
0x4c9cae5f81407aadb6e6606c6bfd6b69c022fd13,user-wallet
0x0428ad1825768eedfe592eca2ecdd603daa8423e,user-wallet
0xd69523a272c2504c61f21b82e46edc6513961dd7,user-wallet
0xeee917bd89df7908926b7d1f0faf680357e0e9fc,user-wallet
0x64bfc50a7cc9e33611416f419c7c0f936118bed2,user-wallet
0xc7cf39bce6b59f2ee2a23f21f64d27c3b14e8e13,user-wallet
0xccf12d1b52f29b49034aac51266c42dddcb95309,user-wallet
